t, u, x
0.000000, 0.000000, 0.004500
0.010000, 0.452543, 0.004500
0.020000, 0.904196, 0.004500
0.030000, 1.353150, 0.004500
0.040000, 1.797591, 0.004500
0.050000, 2.235702, 0.004500
0.060000, 2.665677, 0.004500
0.070000, 3.085723, 0.004750
0.080000, 3.494071, 0.004750
0.090000, 3.888980, 0.005250
0.100000, 4.268751, 0.005500
0.110000, 4.631727, 0.005750
0.120000, 4.976308, 0.006000
0.130000, 5.300951, 0.006750
0.140000, 5.604183, 0.007750
0.150000, 5.884609, 0.008750
0.160000, 6.140912, 0.010000
0.170000, 6.371869, 0.011500
0.180000, 6.576348, 0.013500
0.190000, 6.753323, 0.015500
0.200000, 6.901875, 0.017500
0.210000, 7.021197, 0.020000
0.220000, 7.110601, 0.022000
0.230000, 7.169524, 0.024000
0.240000, 7.197529, 0.026500
0.250000, 7.194308, 0.029000
0.260000, 7.159693, 0.031750
0.270000, 7.093647, 0.034250
0.280000, 6.996275, 0.036750
0.290000, 6.867823, 0.039500
0.300000, 6.708676, 0.042000
0.310000, 6.519361, 0.044500
0.320000, 6.300549, 0.047250
0.330000, 6.053048, 0.050000
0.340000, 5.777803, 0.053000
0.350000, 5.475898, 0.055500
0.360000, 5.148547, 0.058500
0.370000, 4.797096, 0.061000
0.380000, 4.423012, 0.063750
0.390000, 4.027881, 0.066250
0.400000, 3.613407, 0.068750
0.410000, 3.181397, 0.071250
0.420000, 2.733757, 0.073250
0.430000, 2.272488, 0.075750
0.440000, 1.799674, 0.078000
0.450000, 1.317472, 0.080000
0.460000, 0.828111, 0.082000
0.470000, 0.333867, 0.084250
0.480000, -0.162928, 0.086250
0.490000, -0.659918, 0.088250
0.500000, -1.154711, 0.090250
0.510000, -1.644914, 0.091750
0.520000, -2.128124, 0.093500
0.530000, -2.601955, 0.095000
0.540000, -3.064039, 0.096250
0.550000, -3.512040, 0.097500
0.560000, -3.943679, 0.098750
0.570000, -4.356730, 0.099250
0.580000, -4.749033, 0.099500
0.590000, -5.118519, 0.099500
0.600000, -5.463207, 0.099250
0.610000, -5.781225, 0.098500
0.620000, -6.070820, 0.097750
0.630000, -6.330363, 0.096750
0.640000, -6.558355, 0.095250
0.650000, -6.753461, 0.093750
0.660000, -6.914487, 0.092750
0.670000, -7.040409, 0.091250
0.680000, -7.130373, 0.089250
0.690000, -7.183707, 0.087500
0.700000, -7.199919, 0.085500
0.710000, -7.178709, 0.083500
0.720000, -7.119971, 0.081500
0.730000, -7.023795, 0.079500
0.740000, -6.890471, 0.076750
0.750000, -6.720487, 0.074250
0.760000, -6.514535, 0.072250
0.770000, -6.273503, 0.069750
0.780000, -5.998481, 0.067000
0.790000, -5.690745, 0.064500
0.800000, -5.351767, 0.061750
0.810000, -4.983205, 0.059500
0.820000, -4.586889, 0.057250
0.830000, -4.164818, 0.054750
0.840000, -3.719160, 0.052750
0.850000, -3.252220, 0.050250
0.860000, -2.766466, 0.047750
0.870000, -2.264468, 0.045250
0.880000, -1.748938, 0.043000
0.890000, -1.222663, 0.041000
0.900000, -0.688540, 0.039000
0.910000, -0.149526, 0.037250
0.920000, 0.391371, 0.035500
0.930000, 0.931080, 0.033500
0.940000, 1.466531, 0.031500
0.950000, 1.994643, 0.029750
0.960000, 2.512339, 0.028500
0.970000, 3.016585, 0.027000
0.980000, 3.504378, 0.025750
0.990000, 3.972808, 0.025500
1.000000, 4.419032, 0.025500
1.010000, 4.840307, 0.025500
1.020000, 5.234025, 0.025500
1.030000, 5.597708, 0.025500
1.040000, 5.929030, 0.026250
1.050000, 6.225844, 0.026750
1.060000, 6.486180, 0.027750
1.070000, 6.708276, 0.029250
1.080000, 6.890579, 0.031000
1.090000, 7.031760, 0.032500
1.100000, 7.130732, 0.033750
1.110000, 7.186654, 0.035250
1.120000, 7.198937, 0.037250
1.130000, 7.167259, 0.039500
1.140000, 7.091562, 0.042000
1.150000, 6.972062, 0.044500
1.160000, 6.809247, 0.047000
1.170000, 6.603885, 0.049000
1.180000, 6.357009, 0.051500
1.190000, 6.069932, 0.054000
1.200000, 5.744230, 0.056250
1.210000, 5.381732, 0.058750
1.220000, 4.984529, 0.061250
1.230000, 4.554939, 0.063500
1.240000, 4.095530, 0.066250
1.250000, 3.609064, 0.068500
1.260000, 3.098514, 0.071000
1.270000, 2.567044, 0.073000
1.280000, 2.017960, 0.075250
1.290000, 1.454757, 0.077500
1.300000, 0.881005, 0.079750
1.310000, 0.300409, 0.081750
1.320000, -0.283244, 0.083750
1.330000, -0.866126, 0.085750
1.340000, -1.444386, 0.087750
1.350000, -2.014137, 0.089750
1.360000, -2.571534, 0.091250
1.370000, -3.112781, 0.092750
1.380000, -3.634132, 0.094250
1.390000, -4.131974, 0.095250
1.400000, -4.602790, 0.096000
1.410000, -5.043230, 0.096000
1.420000, -5.450126, 0.096000
1.430000, -5.820485, 0.095750
1.440000, -6.151570, 0.095250
1.450000, -6.440866, 0.094250
1.460000, -6.686132, 0.092750
1.470000, -6.885423, 0.091250
1.480000, -7.037084, 0.089750
1.490000, -7.139787, 0.088250
1.500000, -7.192533, 0.086250
1.510000, -7.194670, 0.084250
1.520000, -7.145897, 0.082500
1.530000, -7.046277, 0.080750
1.540000, -6.896234, 0.079000
1.550000, -6.696563, 0.077250
1.560000, -6.448418, 0.075000
1.570000, -6.153315, 0.072750
1.580000, -5.813143, 0.070750
1.590000, -5.430108, 0.068500
1.600000, -5.006769, 0.066500
1.610000, -4.546003, 0.064500
1.620000, -4.050991, 0.062250
1.630000, -3.525202, 0.060000
1.640000, -2.972336, 0.057250
1.650000, -2.396373, 0.055000
1.660000, -1.801477, 0.053500
1.670000, -1.192001, 0.051750
1.680000, -0.572426, 0.049500
1.690000, 0.052599, 0.047500
1.700000, 0.678382, 0.045500
1.710000, 1.300176, 0.043750
1.720000, 1.913211, 0.042000
1.730000, 2.512742, 0.040250
1.740000, 3.094084, 0.039000
1.750000, 3.652653, 0.038000
1.760000, 4.183986, 0.037500
1.770000, 4.683815, 0.037500
1.780000, 5.148059, 0.037500
1.790000, 5.572890, 0.037500
1.800000, 5.954743, 0.037500
1.810000, 6.290375, 0.038500
1.820000, 6.576864, 0.039250
1.830000, 6.811665, 0.040500
1.840000, 6.992621, 0.042250
1.850000, 7.117977, 0.043750
1.860000, 7.186424, 0.045750
1.870000, 7.197093, 0.048000
1.880000, 7.149579, 0.050000
1.890000, 7.043944, 0.052250
1.900000, 6.880727, 0.054750
1.910000, 6.660949, 0.057000
1.920000, 6.386101, 0.058750
1.930000, 6.058147, 0.061000
1.940000, 5.679498, 0.063250
1.950000, 5.253036, 0.065250
1.960000, 4.782037, 0.067750
1.970000, 4.270201, 0.070500
1.980000, 3.721597, 0.072750
1.990000, 3.140659, 0.074750
2.000000, 2.532106, 0.076500
2.010000, 1.900962, 0.078500
2.020000, 1.252487, 0.080500
2.030000, 0.592114, 0.082750
2.040000, -0.074546, 0.084250
2.050000, -0.741774, 0.086250
2.060000, -1.403810, 0.088000
2.070000, -2.054892, 0.090000
2.080000, -2.689274, 0.091500
2.090000, -3.301316, 0.092750
2.100000, -3.885550, 0.094250
2.110000, -4.436651, 0.095250
2.120000, -4.949578, 0.095250
2.130000, -5.419571, 0.095500
2.140000, -5.842209, 0.095250
2.150000, -6.213456, 0.094750
2.160000, -6.529713, 0.093750
2.170000, -6.787818, 0.092250
2.180000, -6.985123, 0.090750
2.190000, -7.119512, 0.089000
2.200000, -7.189413, 0.087000
2.210000, -7.193840, 0.085250
2.220000, -7.132390, 0.083000
2.230000, -7.005272, 0.081000
2.240000, -6.813302, 0.078750
2.250000, -6.557902, 0.076750
2.260000, -6.241094, 0.074750
2.270000, -5.865512, 0.072750
2.280000, -5.434358, 0.070500
2.290000, -4.951369, 0.068500
2.300000, -4.420816, 0.066500
2.310000, -3.847478, 0.064000
2.320000, -3.236560, 0.062500
2.330000, -2.593698, 0.060500
2.340000, -1.924863, 0.058000
2.350000, -1.236327, 0.055500
2.360000, -0.534651, 0.053500
2.370000, 0.173471, 0.051500
2.380000, 0.881182, 0.049500
2.390000, 1.581580, 0.048000
2.400000, 2.267784, 0.046250
2.410000, 2.932979, 0.044750
2.420000, 3.570495, 0.043500
2.430000, 4.173874, 0.043500
2.440000, 4.736943, 0.043500
2.450000, 5.253884, 0.043500
2.460000, 5.719268, 0.043500
2.470000, 6.128154, 0.043750
2.480000, 6.476112, 0.044250
2.490000, 6.759302, 0.045750
2.500000, 6.974506, 0.047250
2.510000, 7.119157, 0.049250
2.520000, 7.191402, 0.051000
2.530000, 7.190107, 0.053000
2.540000, 7.114890, 0.055250
2.550000, 6.966125, 0.057250
2.560000, 6.744963, 0.058750
2.570000, 6.453303, 0.061000
2.580000, 6.093823, 0.063000
2.590000, 5.669910, 0.065250
2.600000, 5.185671, 0.067500
2.610000, 4.645912, 0.069500
2.620000, 4.056019, 0.072000
2.630000, 3.422013, 0.074500
2.640000, 2.750396, 0.076500
2.650000, 2.048165, 0.078750
2.660000, 1.322715, 0.080750
2.670000, 0.581714, 0.082750
2.680000, -0.166904, 0.084750
2.690000, -0.915038, 0.086750
2.700000, -1.654545, 0.088250
2.710000, -2.377306, 0.090250
2.720000, -3.075272, 0.091750
2.730000, -3.740637, 0.093000
2.740000, -4.365870, 0.094000
2.750000, -4.943844, 0.094750
2.760000, -5.467847, 0.094750
2.770000, -5.931748, 0.094750
2.780000, -6.330016, 0.094500
2.790000, -6.657837, 0.093750
2.800000, -6.911111, 0.092500
2.810000, -7.086587, 0.091250
2.820000, -7.181845, 0.089750
2.830000, -7.195372, 0.087750
2.840000, -7.126576, 0.085750
2.850000, -6.975809, 0.083500
2.860000, -6.744368, 0.081250
2.870000, -6.434510, 0.079500
2.880000, -6.049408, 0.077250
2.890000, -5.593147, 0.074750
2.900000, -5.070695, 0.072250
2.910000, -4.487814, 0.069750
2.920000, -3.851083, 0.067750
2.930000, -3.167700, 0.065500
2.940000, -2.445562, 0.063250
2.950000, -1.693025, 0.061250
2.960000, -0.918973, 0.059500
2.970000, -0.132510, 0.057500
2.980000, 0.656910, 0.055750
2.990000, 1.439823, 0.053750
3.000000, 2.206648, 0.052000
3.010000, 2.948013, 0.050250
3.020000, 3.654744, 0.049000
3.030000, 4.317961, 0.048250
3.040000, 4.929305, 0.048250
3.050000, 5.480948, 0.048250
3.060000, 5.965762, 0.048250
3.070000, 6.377366, 0.048750
3.080000, 6.710227, 0.049750
3.090000, 6.959772, 0.050750
3.100000, 7.122432, 0.052000
3.110000, 7.195691, 0.053750
3.120000, 7.178152, 0.055000
3.130000, 7.069558, 0.056750
3.140000, 6.870809, 0.059250
3.150000, 6.583966, 0.061750
3.160000, 6.212238, 0.064000
3.170000, 5.759977, 0.066000
3.180000, 5.232576, 0.068000
3.190000, 4.636480, 0.070500
3.200000, 3.979092, 0.072500
3.210000, 3.268647, 0.074750
3.220000, 2.514194, 0.077000
3.230000, 1.725366, 0.079000
3.240000, 0.912440, 0.081000
3.250000, 0.086007, 0.082750
3.260000, -0.742986, 0.084250
3.270000, -1.563569, 0.085750
3.280000, -2.364655, 0.087000
3.290000, -3.135442, 0.088250
3.300000, -3.865349, 0.089750
3.310000, -4.544333, 0.090750
3.320000, -5.162893, 0.091250
3.330000, -5.712320, 0.091500
3.340000, -6.184711, 0.091500
3.350000, -6.573217, 0.090750
3.360000, -6.872040, 0.090000
3.370000, -7.076586, 0.088500
3.380000, -7.183533, 0.087000
3.390000, -7.190881, 0.085000
3.400000, -7.098004, 0.083000
3.410000, -6.905681, 0.081500
3.420000, -6.616088, 0.079750
3.430000, -6.232794, 0.077750
3.440000, -5.760729, 0.075750
3.450000, -5.206130, 0.073750
3.460000, -4.576483, 0.071500
3.470000, -3.880345, 0.069250
3.480000, -3.127395, 0.067500
3.490000, -2.328163, 0.065750
3.500000, -1.493924, 0.064000
3.510000, -0.636612, 0.062000
3.520000, 0.231438, 0.060500
3.530000, 1.097628, 0.059000
3.540000, 1.949249, 0.057750
3.550000, 2.773698, 0.056250
3.560000, 3.558726, 0.054750
3.570000, 4.292472, 0.054250
3.580000, 4.963775, 0.054250
3.590000, 5.562329, 0.054250
3.600000, 6.078800, 0.054250
3.610000, 6.504998, 0.054500
3.620000, 6.834051, 0.055000
3.630000, 7.060480, 0.056000
3.640000, 7.180316, 0.057500
3.650000, 7.191189, 0.059000
3.660000, 7.092360, 0.061000
3.670000, 6.884777, 0.063250
3.680000, 6.571055, 0.065250
3.690000, 6.155492, 0.067250
3.700000, 5.643993, 0.069250
3.710000, 5.043990, 0.071250
3.720000, 4.364395, 0.073250
3.730000, 3.615403, 0.075250
3.740000, 2.808408, 0.077000
3.750000, 1.955817, 0.078500
3.760000, 1.070895, 0.080250
3.770000, 0.167453, 0.082000
3.780000, -0.740204, 0.084500
3.790000, -1.637576, 0.086500
3.800000, -2.510287, 0.087500
3.810000, -3.344176, 0.089250
3.820000, -4.125565, 0.090500
3.830000, -4.841535, 0.091250
3.840000, -5.480138, 0.091750
3.850000, -6.030547, 0.091750
3.860000, -6.483323, 0.091250
3.870000, -6.830527, 0.090500
3.880000, -7.065896, 0.089500
3.890000, -7.184961, 0.088000
3.900000, -7.185149, 0.086500
3.910000, -7.065844, 0.084500
3.920000, -6.828425, 0.083000
3.930000, -6.476249, 0.081250
3.940000, -6.014657, 0.079000
3.950000, -5.450874, 0.077000
3.960000, -4.793901, 0.074750
3.970000, -4.054415, 0.072750
3.980000, -3.244592, 0.070750
3.990000, -2.377945, 0.068750
4.000000, -1.469030, 0.066750
